DateTime, HydHead
01/02/2018 00:00:00, 0
01/02/2018 00:01:00, 0.056910601
01/02/2018 00:02:00, 0.11363673
01/02/2018 00:03:00, 0.169994512
01/02/2018 00:04:00, 0.225801267
01/02/2018 00:05:00, 0.280876099
01/02/2018 00:06:00, 0.335040488
01/02/2018 00:07:00, 0.388118861
01/02/2018 00:08:00, 0.43993917
01/02/2018 00:09:00, 0.49033344
01/02/2018 00:10:00, 0.539138323
01/02/2018 00:11:00, 0.586195619
01/02/2018 00:12:00, 0.631352795
01/02/2018 00:13:00, 0.674463477
01/02/2018 00:14:00, 0.715387924
01/02/2018 00:15:00, 0.753993482
01/02/2018 00:16:00, 0.790155012
01/02/2018 00:17:00, 0.8237553
01/02/2018 00:18:00, 0.854685432
01/02/2018 00:19:00, 0.882845149
01/02/2018 00:20:00, 0.908143174
01/02/2018 00:21:00, 0.930497504
01/02/2018 00:22:00, 0.949835679
01/02/2018 00:23:00, 0.966095016
01/02/2018 00:24:00, 0.979222811
01/02/2018 00:25:00, 0.98917651
01/02/2018 00:26:00, 0.99592385
01/02/2018 00:27:00, 0.999442959
01/02/2018 00:28:00, 0.99972243
01/02/2018 00:29:00, 0.996761358
01/02/2018 00:30:00, 0.99056934
01/02/2018 00:31:00, 0.981166448
01/02/2018 00:32:00, 0.968583161
01/02/2018 00:33:00, 0.952860266
01/02/2018 00:34:00, 0.934048729
01/02/2018 00:35:00, 0.912209526
01/02/2018 00:36:00, 0.887413447
01/02/2018 00:37:00, 0.859740868
01/02/2018 00:38:00, 0.829281488
01/02/2018 00:39:00, 0.796134038
01/02/2018 00:40:00, 0.760405966
01/02/2018 00:41:00, 0.72221308
01/02/2018 00:42:00, 0.681679182
01/02/2018 00:43:00, 0.638935659
01/02/2018 00:44:00, 0.594121063
01/02/2018 00:45:00, 0.547380657
01/02/2018 00:46:00, 0.498865947
01/02/2018 00:47:00, 0.448734192
01/02/2018 00:48:00, 0.397147891
01/02/2018 00:49:00, 0.344274257
01/02/2018 00:50:00, 0.290284677
01/02/2018 00:51:00, 0.235354157
01/02/2018 00:52:00, 0.179660749
01/02/2018 00:53:00, 0.123384981
01/02/2018 00:54:00, 0.066709267
01/02/2018 00:55:00, 0.009817319
01/02/2018 00:56:00, -0.047106451
01/02/2018 00:57:00, -0.103877528
01/02/2018 00:58:00, -0.160311892
01/02/2018 00:59:00, -0.216226614
01/02/2018 01:00:00, -0.27144045
01/02/2018 01:01:00, -0.325774427
01/02/2018 01:02:00, -0.379052425
01/02/2018 01:03:00, -0.431101745
01/02/2018 01:04:00, -0.481753674
01/02/2018 01:05:00, -0.530844026
01/02/2018 01:06:00, -0.578213677
01/02/2018 01:07:00, -0.623709081
01/02/2018 01:08:00, -0.667182767
01/02/2018 01:09:00, -0.708493818
01/02/2018 01:10:00, -0.747508327
01/02/2018 01:11:00, -0.78409983
01/02/2018 01:12:00, -0.818149717
01/02/2018 01:13:00, -0.849547619
01/02/2018 01:14:00, -0.878191761
01/02/2018 01:15:00, -0.903989293
01/02/2018 01:16:00, -0.926856596
01/02/2018 01:17:00, -0.946719545
01/02/2018 01:18:00, -0.963513757
01/02/2018 01:19:00, -0.977184793
01/02/2018 01:20:00, -0.987688341
01/02/2018 01:21:00, -0.994990352
01/02/2018 01:22:00, -0.999067159
01/02/2018 01:23:00, -0.999905546
01/02/2018 01:24:00, -0.997502796
01/02/2018 01:25:00, -0.991866698
01/02/2018 01:26:00, -0.983015519
01/02/2018 01:27:00, -0.970977952
01/02/2018 01:28:00, -0.955793015
01/02/2018 01:29:00, -0.937509929
01/02/2018 01:30:00, -0.916187957
01/02/2018 01:31:00, -0.891896214
01/02/2018 01:32:00, -0.864713441
01/02/2018 01:33:00, -0.834727747
01/02/2018 01:34:00, -0.802036331
01/02/2018 01:35:00, -0.76674516
01/02/2018 01:36:00, -0.728968627
01/02/2018 01:37:00, -0.688829185
01/02/2018 01:38:00, -0.646456941
01/02/2018 01:39:00, -0.601989244
01/02/2018 01:40:00, -0.555570233
01/02/2018 01:41:00, -0.507350373
01/02/2018 01:42:00, -0.457485965
01/02/2018 01:43:00, -0.406138642
01/02/2018 01:44:00, -0.353474844
01/02/2018 01:45:00, -0.299665277
01/02/2018 01:46:00, -0.244884362
01/02/2018 01:47:00, -0.189309669
01/02/2018 01:48:00, -0.133121339
01/02/2018 01:49:00, -0.076501503
01/02/2018 01:50:00, -0.019633692
01/02/2018 01:51:00, 0.03729776
01/02/2018 01:52:00, 0.094108313
01/02/2018 01:53:00, 0.15061382
01/02/2018 01:54:00, 0.206631121
01/02/2018 01:55:00, 0.261978638
01/02/2018 01:56:00, 0.316476967
01/02/2018 01:57:00, 0.369949454
01/02/2018 01:58:00, 0.42222277
01/02/2018 01:59:00, 0.473127475
01/02/2018 02:00:00, 0.522498565
01/02/2018 02:01:00, 0.570176005
01/02/2018 02:02:00, 0.616005251
01/02/2018 02:03:00, 0.659837752
01/02/2018 02:04:00, 0.701531426
01/02/2018 02:05:00, 0.740951125
01/02/2018 02:06:00, 0.777969074
01/02/2018 02:07:00, 0.81246528
01/02/2018 02:08:00, 0.844327926
01/02/2018 02:09:00, 0.87345373
01/02/2018 02:10:00, 0.899748284
01/02/2018 02:11:00, 0.923126355
01/02/2018 02:12:00, 0.943512164
01/02/2018 02:13:00, 0.960839632
01/02/2018 02:14:00, 0.975052593
01/02/2018 02:15:00, 0.986104976
01/02/2018 02:16:00, 0.993960955
01/02/2018 02:17:00, 0.998595067
01/02/2018 02:18:00, 0.999992289
01/02/2018 02:19:00, 0.998148093
01/02/2018 02:20:00, 0.993068457
01/02/2018 02:21:00, 0.984769845
01/02/2018 02:22:00, 0.973279158
01/02/2018 02:23:00, 0.958633642
01/02/2018 02:24:00, 0.940880769
01/02/2018 02:25:00, 0.920078084
01/02/2018 02:26:00, 0.896293019
01/02/2018 02:27:00, 0.86960267
01/02/2018 02:28:00, 0.840093554
01/02/2018 02:29:00, 0.807861322
01/02/2018 02:30:00, 0.773010453
01/02/2018 02:31:00, 0.735653915
01/02/2018 02:32:00, 0.695912797
01/02/2018 02:33:00, 0.653915916
01/02/2018 02:34:00, 0.609799404
01/02/2018 02:35:00, 0.563706262
01/02/2018 02:36:00, 0.515785898
01/02/2018 02:37:00, 0.466193644
01/02/2018 02:38:00, 0.415090249
01/02/2018 02:39:00, 0.362641362
01/02/2018 02:40:00, 0.309016994
01/02/2018 02:41:00, 0.254390965
01/02/2018 02:42:00, 0.198940343
01/02/2018 02:43:00, 0.142844866
01/02/2018 02:44:00, 0.086286366
01/02/2018 02:45:00, 0.029448173
01/02/2018 02:46:00, -0.027485474
01/02/2018 02:47:00, -0.084330028
01/02/2018 02:48:00, -0.140901232
01/02/2018 02:49:00, -0.197015712
01/02/2018 02:50:00, -0.252491577
01/02/2018 02:51:00, -0.307149005
01/02/2018 02:52:00, -0.360810826
01/02/2018 02:53:00, -0.4133031
01/02/2018 02:54:00, -0.464455676
01/02/2018 02:55:00, -0.514102744
